Deltoid,Bicep,Time
-1.0,-2.0,0.0
-2.0,-3.0,0.001
-3.0,-3.0,0.002
0.0,-3.0,0.003
7.0,-1.0,0.004
9.0,0.0,0.005
3.0,0.0,0.006
0.0,-4.0,0.007
3.0,-4.0,0.008
6.0,-3.0,0.009
5.0,0.0,0.01
2.0,-1.0,0.011
2.0,-2.0,0.012
3.0,-3.0,0.013
2.0,-2.0,0.014
2.0,-1.0,0.015
3.0,1.0,0.016
5.0,3.0,0.017
3.0,4.0,0.018
1.0,3.0,0.019
0.0,0.0,0.02
-2.0,-4.0,0.021
-3.0,-4.0,0.022
1.0,-2.0,0.023
5.0,0.0,0.024
3.0,2.0,0.025
2.0,1.0,0.026
1.0,0.0,0.027
0.0,0.0,0.028
2.0,0.0,0.029
5.0,0.0,0.03
5.0,0.0,0.031
4.0,-1.0,0.032
4.0,-1.0,0.033
3.0,0.0,0.034
3.0,3.0,0.035
3.0,4.0,0.036
4.0,6.0,0.037
5.0,3.0,0.038
2.0,1.0,0.039
0.0,0.0,0.04
-2.0,-3.0,0.041
-3.0,-3.0,0.042
1.0,1.0,0.043
10.0,5.0,0.044
12.0,5.0,0.045
5.0,3.0,0.046
0.0,0.0,0.047
2.0,-3.0,0.048
7.0,-1.0,0.049
6.0,0.0,0.05
1.0,1.0,0.051
0.0,0.0,0.052
1.0,-1.0,0.053
2.0,-2.0,0.054
3.0,-3.0,0.055
5.0,-2.0,0.056
7.0,0.0,0.057
4.0,1.0,0.058
0.0,1.0,0.059
-4.0,0.0,0.06
-4.0,-2.0,0.061
-4.0,-3.0,0.062
0.0,-2.0,0.063
4.0,0.0,0.064
5.0,1.0,0.065
0.0,3.0,0.066
1.0,2.0,0.067
5.0,-3.0,0.068
7.0,-6.0,0.069
1.0,-6.0,0.07
-2.0,-4.0,0.071
1.0,-3.0,0.072
5.0,-5.0,0.073
5.0,-6.0,0.074
3.0,-2.0,0.075
5.0,3.0,0.076
7.0,6.0,0.077
5.0,2.0,0.078
0.0,-1.0,0.079
-5.0,0.0,0.08
-8.0,-2.0,0.081
-6.0,-3.0,0.082
-1.0,-4.0,0.083
5.0,-2.0,0.084
7.0,0.0,0.085
5.0,1.0,0.086
6.0,-1.0,0.087
9.0,-4.0,0.088
6.0,-6.0,0.089
0.0,-4.0,0.09
0.0,-1.0,0.091
3.0,0.0,0.092
4.0,0.0,0.093
0.0,0.0,0.094
1.0,2.0,0.095
7.0,3.0,0.096
12.0,6.0,0.097
7.0,6.0,0.098
2.0,5.0,0.099
-2.0,2.0,0.1
-3.0,-1.0,0.101
-4.0,1.0,0.102
1.0,4.0,0.103
5.0,4.0,0.104
5.0,4.0,0.105
4.0,4.0,0.106
2.0,2.0,0.107
0.0,-3.0,0.108
0.0,-7.0,0.109
1.0,-5.0,0.11
1.0,-3.0,0.111
1.0,-4.0,0.112
6.0,-5.0,0.113
9.0,-4.0,0.114
5.0,-3.0,0.115
2.0,0.0,0.116
2.0,1.0,0.117
2.0,-1.0,0.118
-1.0,-2.0,0.119
-7.0,-2.0,0.12
-9.0,-3.0,0.121
-5.0,-3.0,0.122
1.0,-3.0,0.123
8.0,-3.0,0.124
9.0,0.0,0.125
5.0,1.0,0.126
2.0,-1.0,0.127
2.0,-5.0,0.128
1.0,-5.0,0.129
0.0,-3.0,0.13
0.0,-5.0,0.131
1.0,-8.0,0.132
4.0,-4.0,0.133
8.0,2.0,0.134
10.0,4.0,0.135
9.0,0.0,0.136
7.0,0.0,0.137
6.0,2.0,0.138
7.0,5.0,0.139
4.0,1.0,0.14
-1.0,-3.0,0.141
-3.0,0.0,0.142
1.0,2.0,0.143
11.0,3.0,0.144
11.0,3.0,0.145
4.0,4.0,0.146
2.0,2.0,0.147
8.0,-1.0,0.148
10.0,-1.0,0.149
7.0,1.0,0.15
1.0,1.0,0.151
2.0,0.0,0.152
4.0,0.0,0.153
2.0,3.0,0.154
1.0,6.0,0.155
4.0,5.0,0.156
8.0,5.0,0.157
7.0,2.0,0.158
1.0,0.0,0.159
-4.0,-3.0,0.16
-5.0,-7.0,0.161
-4.0,-5.0,0.162
0.0,-1.0,0.163
