Deltoid,Bicep,Time,Bandpass_Filtered_Deltoid,Bandpass_Filtered_Bicep,RMS_Deltoid,RMS_Bicep
18.0,3.0,5.864,,,,
-2.0,3.0,5.865,,,,
-15.0,2.0,5.8660000000000005,,,,
-1.0,1.0,5.867000000000001,,,,
26.0,1.0,5.867999999999999,,,,
36.0,3.0,5.869,,,,
16.0,4.0,5.87,,,,
-21.0,5.0,5.871,,,,
-51.0,3.0,5.872000000000001,,,,
-55.0,3.0,5.872999999999999,,,,
-36.0,0.0,5.874,,,,
-21.0,-3.0,5.875,,,,
-34.0,-6.0,5.876,,,,
-67.0,-7.0,5.877000000000001,,,,
-79.0,-5.0,5.877999999999999,,,,
-47.0,-2.0,5.879,,,,
6.0,-1.0,5.88,,,,
38.0,0.0,5.881,,,,
35.0,2.0,5.882000000000001,,,,
23.0,1.0,5.882999999999999,,,,
25.0,-3.0,5.8839999999999995,,,,
32.0,-4.0,5.885,,,,
27.0,2.0,5.886,,,,
10.0,18.0,5.8870000000000005,,,,
-7.0,45.0,5.888,,,,
-19.0,78.0,5.888999999999999,,,,
-27.0,102.0,5.89,,,,
-30.0,91.0,5.891,,,,
-23.0,37.0,5.892,,,,
-10.0,-32.0,5.893,,,,
0.0,-101.0,5.894,,,,
7.0,-144.0,5.895,,,,
16.0,-157.0,5.896,,,,
28.0,-140.0,5.897,,,,
39.0,-89.0,5.898,,,,
45.0,-24.0,5.899,,,,
45.0,24.0,5.9,,,,
40.0,34.0,5.901,,,,
34.0,25.0,5.902,,,,
32.0,19.0,5.903,,,,
32.0,25.0,5.904,,,,
29.0,30.0,5.905,,,,
29.0,29.0,5.906000000000001,,,,
38.0,24.0,5.907,,,,
47.0,18.0,5.9079999999999995,,,,
31.0,12.0,5.909,,,,
-5.0,7.0,5.91,,,,
-37.0,6.0,5.9110000000000005,,,,
-49.0,10.0,5.912000000000001,,,,
-45.0,12.0,5.912999999999999,,,,
-42.0,10.0,5.914,,,,
-43.0,5.0,5.915,,,,
-44.0,3.0,5.916,,,,
-42.0,1.0,5.917000000000001,,,,
-35.0,2.0,5.917999999999999,,,,
-21.0,4.0,5.919,,,,
-7.0,6.0,5.92,,,,
0.0,9.0,5.921,,,,
5.0,9.0,5.922000000000001,,,,
12.0,3.0,5.922999999999999,,,,
20.0,-5.0,5.9239999999999995,,,,
26.0,-7.0,5.925,,,,
29.0,-5.0,5.926,,,,
29.0,-3.0,5.9270000000000005,,,,
19.0,-3.0,5.928,,,,
1.0,-2.0,5.928999999999999,,,,
-12.0,1.0,5.93,,,,
-7.0,3.0,5.931,,,,
5.0,1.0,5.932,,,,
12.0,0.0,5.933,,,,
4.0,-1.0,5.934,,,,
-2.0,0.0,5.935,,,,
-1.0,0.0,5.936,,,,
7.0,-1.0,5.937,,,,
13.0,-1.0,5.938,,,,
9.0,0.0,5.939,,,,
1.0,-1.0,5.94,,,,
-3.0,-1.0,5.941,,,,
-1.0,0.0,5.942,,,,
7.0,0.0,5.943,,,,
15.0,-4.0,5.944,,,,
21.0,-8.0,5.945,,,,
26.0,-9.0,5.946000000000001,,,,
27.0,-5.0,5.947,,,,
21.0,0.0,5.9479999999999995,,,,
11.0,0.0,5.949,,,,
14.0,-2.0,5.95,,,,
27.0,-2.0,5.9510000000000005,,,,
30.0,0.0,5.952000000000001,,,,
15.0,2.0,5.952999999999999,,,,
-10.0,-1.0,5.954,,,,
-21.0,-4.0,5.955,,,,
-22.0,-4.0,5.956,,,,
-21.0,-6.0,5.957000000000001,,,,
-16.0,-6.0,5.957999999999999,,,,
3.0,-6.0,5.959,,,,
16.0,-1.0,5.96,,,,
2.0,5.0,5.961,,,,
-20.0,4.0,5.962000000000001,,,,
-21.0,-3.0,5.962999999999999,,,,
-2.0,-6.0,5.9639999999999995,,,,
7.0,-3.0,5.965,,,,
1.0,0.0,5.966,,,,
-8.0,-2.0,5.9670000000000005,,,,
-20.0,-6.0,5.968,,,,
-46.0,-5.0,5.968999999999999,,,,
-77.0,0.0,5.97,,,,
-88.0,5.0,5.971,,,,
-79.0,8.0,5.972,,,,
-73.0,8.0,5.973,,,,
-79.0,1.0,5.974,,,,
-68.0,-3.0,5.975,,,,
-19.0,-2.0,5.976,,,,
44.0,-3.0,5.977,,,,
80.0,-7.0,5.978,,,,
79.0,-9.0,5.979,,,,
66.0,-5.0,5.98,,,,
70.0,2.0,5.981,,,,
86.0,3.0,5.982,,,,
90.0,0.0,5.983,,,,
71.0,0.0,5.984,,,,
43.0,2.0,5.985,,,,
29.0,2.0,5.986000000000001,,,,
42.0,-2.0,5.987,,,,
66.0,-7.0,5.9879999999999995,,,,
69.0,-7.0,5.989,,,,
39.0,-7.0,5.99,,,,
2.0,-7.0,5.9910000000000005,,,,
-14.0,-5.0,5.992000000000001,,,,
-14.0,1.0,5.992999999999999,,,,
-26.0,7.0,5.994,,,,
-47.0,14.0,5.995,,,,
-58.0,16.0,5.996,,,,
-46.0,12.0,5.997000000000001,,,,
-32.0,10.0,5.997999999999999,,,,
-25.0,9.0,5.999,,,,
-17.0,7.0,6.0,,,,
0.0,12.0,6.001,,,,
11.0,27.0,6.002000000000001,,,,
11.0,36.0,6.002999999999999,,,,
5.0,22.0,6.004,,,,
1.0,-8.0,6.005,,,,
-7.0,-31.0,6.006,,,,
-18.0,-39.0,6.007000000000001,,,,
-17.0,-40.0,6.007999999999999,,,,
-3.0,-44.0,6.0089999999999995,,,,
14.0,-40.0,6.01,,,,
23.0,-21.0,6.011,,,,
26.0,-1.0,6.0120000000000005,,,,
17.0,7.0,6.013,,,,
-1.0,2.0,6.013999999999999,,,,
-10.0,0.0,6.015,,,,
-7.0,3.0,6.016,,,,
-3.0,2.0,6.017,,,,
-8.0,0.0,6.018,,,,
-12.0,2.0,6.019,,,,
-7.0,7.0,6.02,,,,
-3.0,10.0,6.021,,,,
-2.0,10.0,6.022,,,,
13.0,8.0,6.023,,,,
50.0,7.0,6.024,,,,
90.0,4.0,6.025,,,,
98.0,-1.0,6.026,,,,
73.0,-6.0,6.027,,,,
30.0,-8.0,6.028,,,,
-21.0,-10.0,6.029,,,,
-74.0,-7.0,6.03,,,,
-114.0,-2.0,6.031000000000001,,,,
-126.0,1.0,6.032,,,,
-115.0,5.0,6.0329999999999995,,,,
-95.0,3.0,6.034,,,,
-75.0,0.0,6.035,,,,
-63.0,0.0,6.0360000000000005,,,,
-51.0,-4.0,6.037000000000001,,,,
-32.0,-3.0,6.037999999999999,,,,
6.0,-1.0,6.039,,,,
55.0,0.0,6.04,,,,
94.0,1.0,6.041,,,,
113.0,-2.0,6.042000000000001,,,,
110.0,-4.0,6.042999999999999,,,,
88.0,-3.0,6.044,,,,
48.0,3.0,6.045,,,,
0.0,10.0,6.046,,,,
-42.0,14.0,6.047000000000001,,,,
-70.0,14.0,6.047999999999999,,,,
-70.0,9.0,6.0489999999999995,,,,
-22.0,1.0,6.05,,,,
63.0,-5.0,6.051,,,,
125.0,-5.0,6.0520000000000005,,,,
125.0,0.0,6.053,,,,
89.0,5.0,6.053999999999999,,,,
75.0,0.0,6.055,,,,
71.0,-9.0,6.056,,,,
36.0,-15.0,6.057,,,,
-18.0,-8.0,6.058,,,,
-32.0,3.0,6.059,,,,
-9.0,8.0,6.06,,,,
-5.0,3.0,6.061,,,,
-31.0,-1.0,6.062,,,,
-33.0,0.0,6.063,,,,
0.0,1.0,6.064,,,,
16.0,-3.0,6.065,,,,
-9.0,-8.0,6.066,,,,
-31.0,-7.0,6.067,,,,
-17.0,-6.0,6.068,,,,
8.0,-4.0,6.069,,,,
17.0,-6.0,6.07,,,,
19.0,-8.0,6.071000000000001,,,,
23.0,-7.0,6.072,,,,
20.0,-4.0,6.0729999999999995,,,,
9.0,-3.0,6.074,,,,
11.0,-4.0,6.075,,,,
18.0,-4.0,6.0760000000000005,,,,
-3.0,-3.0,6.077000000000001,,,,
-61.0,0.0,6.077999999999999,,,,
-118.0,-3.0,6.079,,,,
-149.0,-7.0,6.08,,,,
-168.0,-6.0,6.081,,,,
-171.0,1.0,6.082000000000001,,,,
-126.0,8.0,6.082999999999999,,,,
-25.0,10.0,6.084,,,,
75.0,7.0,6.085,,,,
129.0,2.0,6.086,,,,
146.0,-2.0,6.087000000000001,,,,
157.0,-6.0,6.087999999999999,,,,
156.0,-8.0,6.0889999999999995,,,,
120.0,-10.0,6.09,,,,
59.0,-13.0,6.091,,,,
-5.0,-12.0,6.0920000000000005,,,,
-49.0,-4.0,6.093,,,,
-63.0,11.0,6.093999999999999,,,,
-22.0,40.0,6.095,,,,
45.0,83.0,6.096,,,,
66.0,123.0,6.097,,,,
1.0,126.0,6.098,,,,
-86.0,66.0,6.099,,,,
-106.0,-26.0,6.1,,,,
-61.0,-97.0,6.101,,,,
-20.0,-127.0,6.102,,,,
-13.0,-130.0,6.103,,,,
-7.0,-116.0,6.104,,,,
17.0,-65.0,6.105,,,,
34.0,2.0,6.106,,,,
28.0,34.0,6.107,,,,
21.0,15.0,6.108,,,,
15.0,-6.0,6.109,,,,
-9.0,5.0,6.11,,,,
-44.0,25.0,6.111000000000001,,,,
-52.0,22.0,6.112,,,,
-18.0,14.0,6.1129999999999995,,,,
22.0,25.0,6.114,,,,
38.0,40.0,6.115,,,,
38.0,32.0,6.1160000000000005,,,,
42.0,3.0,6.117000000000001,,,,
43.0,-11.0,6.117999999999999,,,,
36.0,-13.0,6.119,,,,
38.0,-22.0,6.12,,,,
52.0,-36.0,6.121,,,,
54.0,-37.0,6.122000000000001,,,,
26.0,-22.0,6.122999999999999,,,,
-10.0,-9.0,6.124,,,,
-21.0,-1.0,6.125,,,,
-3.0,6.0,6.126,,,,
30.0,12.0,6.127000000000001,,,,
62.0,11.0,6.127999999999999,,,,
74.0,8.0,6.129,,,,
47.0,6.0,6.13,,,,
-5.0,6.0,6.131,,,,
-47.0,8.0,6.132000000000001,,,,
-61.0,10.0,6.132999999999999,,,,
-72.0,9.0,6.1339999999999995,,,,
-108.0,4.0,6.135,,,,
-152.0,-2.0,6.136,,,,
-159.0,-5.0,6.1370000000000005,,,,
-120.0,-2.0,6.138,,,,
-65.0,0.0,6.138999999999999,,,,
-31.0,-1.0,6.14,,,,
-21.0,3.0,6.141,,,,
-6.0,12.0,6.142,,,,
48.0,16.0,6.143,,,,
124.0,8.0,6.144,,,,
169.0,-5.0,6.145,,,,
146.0,-9.0,6.146,,,,
81.0,-7.0,6.147,,,,
31.0,-8.0,6.148,,,,
9.0,-11.0,6.149,,,,
-12.0,-8.0,6.15,,,,
-34.0,2.0,6.151,,,,
-39.0,13.0,6.152,,,,
-33.0,15.0,6.153,,,,
-41.0,11.0,6.154,,,,
-62.0,7.0,6.155,,,,
-60.0,5.0,6.156000000000001,,,,
-20.0,-1.0,6.157,,,,
26.0,-6.0,6.1579999999999995,,,,
41.0,-5.0,6.159,,,,
32.0,-1.0,6.16,,,,
24.0,0.0,6.1610000000000005,,,,
34.0,-2.0,6.162000000000001,,,,
53.0,-2.0,6.162999999999999,,,,
66.0,0.0,6.164,,,,
59.0,0.0,6.165,,,,
37.0,-3.0,6.166,,,,
28.0,-6.0,6.167000000000001,,,,
44.0,-4.0,6.167999999999999,,,,
55.0,-1.0,6.169,,,,
32.0,-3.0,6.17,,,,
-3.0,-8.0,6.171,,,,
-16.0,-9.0,6.172000000000001,,,,
-7.0,-5.0,6.172999999999999,,,,
-7.0,-1.0,6.1739999999999995,,,,
-15.0,4.0,6.175,,,,
-17.0,8.0,6.176,,,,
-21.0,6.0,6.1770000000000005,,,,
-62.0,-1.0,6.178,,,,
-130.0,-11.0,6.178999999999999,,,,
-172.0,-14.0,6.18,,,,
-153.0,-6.0,6.181,,,,
-90.0,0.0,6.182,,,,
-20.0,-5.0,6.183,,,,
36.0,-17.0,6.184,,,,
67.0,-19.0,6.185,,,,
74.0,-8.0,6.186,,,,
66.0,6.0,6.187,,,,
50.0,10.0,6.188,,,,
45.0,5.0,6.189,,,,
80.0,3.0,6.19,,,,
144.0,17.0,6.191,,,,
166.0,41.0,6.192,,,,
101.0,59.0,6.193,,,,
-21.0,56.0,6.194,,,,
-90.0,37.0,6.195,,,,
-64.0,20.0,6.196000000000001,,,,
-5.0,8.0,6.197,,,,
23.0,2.0,6.1979999999999995,,,,
27.0,-8.0,6.199,,,,
32.0,-23.0,6.2,,,,
30.0,-35.0,6.2010000000000005,,,,
5.0,-28.0,6.202000000000001,,,,
-25.0,2.0,6.202999999999999,,,,
-39.0,52.0,6.204,,,,
-44.0,103.0,6.205,,,,
-50.0,126.0,6.206,,,,
-51.0,96.0,6.207000000000001,,,,
-45.0,6.0,6.207999999999999,,,,
-33.0,-104.0,6.209,,,,
-14.0,-180.0,6.21,,,,
12.0,-205.0,6.211,,,,
35.0,-187.0,6.212000000000001,,,,
45.0,-138.0,6.212999999999999,,,,
51.0,-67.0,6.2139999999999995,,,,
66.0,-12.0,6.215,,,,
69.0,-5.0,6.216,,,,
45.0,-27.0,6.2170000000000005,,,,
2.0,-24.0,6.218,,,,
-26.0,5.0,6.218999999999999,,,,
-25.0,21.0,6.22,,,,
-1.0,18.0,6.221,,,,
22.0,24.0,6.222,,,,
15.0,41.0,6.223,,,,
-27.0,42.0,6.224,,,,
-72.0,27.0,6.225,,,,
-67.0,21.0,6.226,,,,
-4.0,25.0,6.227,,,,
70.0,19.0,6.228,,,,
108.0,7.0,6.229,,,,
90.0,12.0,6.23,,,,
27.0,29.0,6.231,,,,
-35.0,30.0,6.232,,,,
-58.0,15.0,6.233,,,,
-55.0,5.0,6.234,,,,
-73.0,13.0,6.235,,,,
-123.0,27.0,6.236000000000001,,,,
-131.0,31.0,6.237,,,,
-54.0,32.0,6.2379999999999995,,,,
38.0,27.0,6.239,,,,
44.0,16.0,6.24,,,,
-34.0,9.0,6.2410000000000005,,,,
-113.0,9.0,6.242000000000001,,,,
-153.0,4.0,6.242999999999999,,,,
-160.0,-8.0,6.244,,,,
-118.0,-16.0,6.245,,,,
-4.0,-8.0,6.246,,,,
127.0,5.0,6.247000000000001,,,,
179.0,11.0,6.247999999999999,,,,
132.0,12.0,6.249,,,,
75.0,15.0,6.25,,,,
71.0,12.0,6.251,,,,
95.0,5.0,6.252000000000001,,,,
87.0,3.0,6.252999999999999,,,,
49.0,5.0,6.254,,,,
33.0,6.0,6.255,,,,
60.0,4.0,6.256,,,,
94.0,7.0,6.257000000000001,,,,
95.0,22.0,6.257999999999999,,,,
76.0,33.0,6.2589999999999995,,,,
60.0,27.0,6.26,,,,
40.0,10.0,6.261,,,,
-2.0,-5.0,6.2620000000000005,,,,
-46.0,-17.0,6.263,,,,
-53.0,-34.0,6.263999999999999,,,,
-27.0,-48.0,6.265,,,,
-5.0,-53.0,6.266,,,,
-1.0,-49.0,6.267,,,,
1.0,-40.0,6.268,,,,
5.0,-28.0,6.269,,,,
-3.0,-15.0,6.27,,,,
-37.0,-9.0,6.271,,,,
-92.0,-9.0,6.272,,,,
-140.0,-11.0,6.273,,,,
-148.0,-21.0,6.274,,,,
-97.0,-31.0,6.275,,,,
-27.0,-31.0,6.276,,,,
7.0,-16.0,6.277,,,,
6.0,4.0,6.278,,,,
24.0,10.0,6.279,,,,
68.0,2.0,6.28,,,,
88.0,2.0,6.281000000000001,,,,
56.0,12.0,6.282,,,,
10.0,15.0,6.2829999999999995,,,,
-2.0,3.0,6.284,,,,
12.0,-8.0,6.285,,,,
30.0,-5.0,6.2860000000000005,,,,
37.0,8.0,6.287000000000001,,,,
15.0,11.0,6.287999999999999,,,,
-43.0,7.0,6.289,,,,
-105.0,9.0,6.29,,,,
-124.0,14.0,6.291,,,,
-91.0,16.0,6.292000000000001,,,,
-41.0,16.0,6.292999999999999,,,,
5.0,18.0,6.294,,,,
42.0,25.0,6.295,,,,
62.0,21.0,6.296,,,,
61.0,5.0,6.297000000000001,,,,
64.0,-2.0,6.297999999999999,,,,
86.0,11.0,6.2989999999999995,,,,
98.0,28.0,6.3,,,,
56.0,26.0,6.301,,,,
-30.0,5.0,6.3020000000000005,,,,
-104.0,-20.0,6.303,,,,
-127.0,-38.0,6.303999999999999,,,,
-104.0,-46.0,6.305,,,,
-47.0,-44.0,6.306,,,,
39.0,-20.0,6.307,,,,
129.0,33.0,6.308,,,,
173.0,100.0,6.309,,,,
148.0,146.0,6.31,,,,
80.0,140.0,6.311,,,,
4.0,73.0,6.312,,,,
-42.0,-18.0,6.313,,,,
-46.0,-102.0,6.314,,,,
-19.0,-142.0,6.315,,,,
-14.0,-134.0,6.316,,,,
-51.0,-101.0,6.317,,,,
-84.0,-61.0,6.318,,,,
-60.0,-33.0,6.319,,,,
-3.0,-26.0,6.32,,,,
19.0,-33.0,6.321000000000001,,,,
3.0,-38.0,6.322,,,,
13.0,-30.0,6.3229999999999995,,,,
77.0,-18.0,6.324,,,,
128.0,-11.0,6.325,,,,
101.0,-6.0,6.3260000000000005,,,,
22.0,6.0,6.327000000000001,,,,
-37.0,22.0,6.327999999999999,,,,
-41.0,30.0,6.329,,,,
-10.0,35.0,6.33,,,,
26.0,43.0,6.331,,,,
48.0,47.0,6.332000000000001,,,,
50.0,47.0,6.332999999999999,,,,
33.0,43.0,6.334,,,,
7.0,40.0,6.335,,,,
-24.0,29.0,6.336,,,,
-60.0,8.0,6.337000000000001,,,,
-85.0,0.0,6.337999999999999,,,,
-82.0,11.0,6.3389999999999995,,,,
-68.0,26.0,6.34,,,,
-67.0,20.0,6.341,,,,
-55.0,2.0,6.3420000000000005,,,,
6.0,-11.0,6.343,,,,
91.0,-11.0,6.343999999999999,,,,
120.0,-13.0,6.345,,,,
68.0,-17.0,6.346,,,,
-6.0,-14.0,6.347,,,,
-55.0,-1.0,6.348,,,,
-93.0,12.0,6.349,,,,
-141.0,14.0,6.35,,,,
-155.0,1.0,6.351,,,,
-101.0,-13.0,6.352,,,,
-10.0,-16.0,6.353,,,,
57.0,-11.0,6.354,,,,
56.0,-2.0,6.355,,,,
2.0,1.0,6.356,,,,
-56.0,-4.0,6.357,,,,
-83.0,-12.0,6.358,,,,
-68.0,-22.0,6.359,,,,
-20.0,-25.0,6.36,,,,
44.0,-11.0,6.361000000000001,,,,
99.0,6.0,6.362,,,,
122.0,19.0,6.3629999999999995,,,,
116.0,19.0,6.364,,,,
100.0,13.0,6.365,,,,
86.0,6.0,6.3660000000000005,,,,
65.0,-6.0,6.367000000000001,,,,
20.0,-16.0,6.367999999999999,,,,
-37.0,-18.0,6.369,,,,
-74.0,-14.0,6.37,,,,
-50.0,-11.0,6.371,,,,
44.0,-7.0,6.372000000000001,,,,
165.0,6.0,6.372999999999999,,,,
261.0,22.0,6.374,,,,
275.0,28.0,6.375,,,,
193.0,15.0,6.376,,,,
60.0,-4.0,6.377000000000001,,,,
-57.0,-12.0,6.377999999999999,,,,
-121.0,-10.0,6.379,,,,
-154.0,-7.0,6.38,,,,
-191.0,-7.0,6.381,,,,
-213.0,-2.0,6.382000000000001,,,,
-175.0,15.0,6.382999999999999,,,,
-92.0,38.0,6.3839999999999995,,,,
-21.0,44.0,6.385,,,,
12.0,22.0,6.386,,,,
24.0,-6.0,6.3870000000000005,,,,
32.0,-16.0,6.388,,,,
27.0,-11.0,6.388999999999999,,,,
12.0,-15.0,6.39,,,,
0.0,-27.0,6.391,,,,
-2.0,-27.0,6.392,,,,
-3.0,-10.0,6.393,,,,
2.0,5.0,6.394,,,,
21.0,13.0,6.395,,,,
39.0,17.0,6.396,,,,
53.0,3.0,6.397,,,,
64.0,-11.0,6.398,,,,
65.0,-27.0,6.399,,,,
55.0,-40.0,6.4,,,,
12.0,-39.0,6.401,,,,
-28.0,-36.0,6.402,,,,
-61.0,-26.0,6.403,,,,
-86.0,-14.0,6.404,,,,
-86.0,3.0,6.405,,,,
-72.0,17.0,6.406000000000001,,,,
-15.0,14.0,6.407,,,,
21.0,10.0,6.4079999999999995,,,,
-5.0,8.0,6.409,,,,
-32.0,4.0,6.41,,,,
-56.0,-9.0,6.4110000000000005,,,,
-66.0,-19.0,6.412000000000001,,,,
-31.0,-21.0,6.412999999999999,,,,
8.0,-19.0,6.414,,,,
61.0,0.0,6.415,,,,
105.0,26.0,6.416,,,,
117.0,47.0,6.417000000000001,,,,
86.0,52.0,6.417999999999999,,,,
61.0,38.0,6.419,,,,
90.0,17.0,6.42,,,,
169.0,2.0,6.421,,,,
224.0,-2.0,6.422000000000001,,,,
191.0,-6.0,6.422999999999999,,,,
68.0,-15.0,6.4239999999999995,,,,
-83.0,-21.0,6.425,,,,
-191.0,-14.0,6.426,,,,
-235.0,7.0,6.4270000000000005,,,,
-244.0,31.0,6.428,,,,
-246.0,42.0,6.428999999999999,,,,
-221.0,34.0,6.43,,,,
-131.0,15.0,6.431,,,,
-9.0,-3.0,6.432,,,,
61.0,-9.0,6.433,,,,
51.0,-10.0,6.434,,,,
18.0,-8.0,6.435,,,,
23.0,-9.0,6.436,,,,
51.0,-16.0,6.437,,,,
53.0,-15.0,6.438,,,,
36.0,-7.0,6.439,,,,
33.0,0.0,6.44,,,,
46.0,0.0,6.441,,,,
44.0,-9.0,6.442,,,,
32.0,-16.0,6.443,,,,
30.0,-15.0,6.444,,,,
33.0,-10.0,6.445,,,,
26.0,-9.0,6.446000000000001,,,,
30.0,-15.0,6.447,,,,
69.0,-22.0,6.4479999999999995,,,,
113.0,-16.0,6.449,,,,
117.0,-4.0,6.45,,,,
85.0,1.0,6.4510000000000005,,,,
50.0,-3.0,6.452000000000001,,,,
22.0,-8.0,6.452999999999999,,,,
-20.0,-7.0,6.454,,,,
-71.0,-4.0,6.455,,,,
-107.0,-2.0,6.456,,,,
-111.0,-4.0,6.457000000000001,,,,
-83.0,-4.0,6.457999999999999,,,,
-21.0,0.0,6.459,,,,
56.0,7.0,6.46,,,,
103.0,17.0,6.461,,,,
93.0,24.0,6.462000000000001,,,,
50.0,15.0,6.462999999999999,,,,
23.0,-4.0,6.4639999999999995,,,,
16.0,-16.0,6.465,,,,
0.0,-15.0,6.466,,,,
-36.0,-5.0,6.4670000000000005,,,,
-66.0,4.0,6.468,,,,
-68.0,21.0,6.468999999999999,,,,
-52.0,33.0,6.47,,,,
-40.0,25.0,6.471,,,,
-18.0,0.0,6.472,,,,
24.0,-19.0,6.473,,,,
65.0,-19.0,6.474,,,,
64.0,-11.0,6.475,,,,
31.0,-12.0,6.476,,,,
24.0,-19.0,6.477,,,,
50.0,-9.0,6.478,,,,
43.0,12.0,6.479,,,,
-36.0,35.0,6.48,,,,
-139.0,49.0,6.481,,,,
-179.0,46.0,6.482,,,,
-139.0,27.0,6.483,,,,
-70.0,0.0,6.484,,,,
-23.0,-11.0,6.485,,,,
0.0,-6.0,6.486000000000001,,,,
16.0,-4.0,6.487,,,,
25.0,-10.0,6.4879999999999995,,,,
26.0,-14.0,6.489,,,,
24.0,-6.0,6.49,,,,
29.0,-2.0,6.4910000000000005,,,,
37.0,-8.0,6.492000000000001,,,,
37.0,-9.0,6.492999999999999,,,,
30.0,-3.0,6.494,,,,
25.0,3.0,6.495,,,,
17.0,-3.0,6.496,,,,
3.0,-13.0,6.497000000000001,,,,
-2.0,-11.0,6.497999999999999,,,,
12.0,-5.0,6.499,,,,
40.0,-2.0,6.5,,,,
57.0,5.0,6.501,,,,
57.0,18.0,6.502000000000001,,,,
53.0,22.0,6.502999999999999,,,,
53.0,5.0,6.504,,,,
40.0,-22.0,6.505,,,,
-1.0,-38.0,6.506,,,,
-52.0,-41.0,6.507000000000001,,,,
-68.0,-41.0,6.507999999999999,,,,
-41.0,-37.0,6.5089999999999995,,,,
-8.0,-19.0,6.51,,,,
-2.0,5.0,6.511,,,,
-11.0,18.0,6.5120000000000005,,,,
-5.0,17.0,6.513,,,,
14.0,11.0,6.513999999999999,,,,
22.0,13.0,6.515,,,,
4.0,14.0,6.516,,,,
-18.0,1.0,6.517,,,,
-18.0,-10.0,6.518,,,,
0.0,-12.0,6.519,,,,
16.0,-7.0,6.52,,,,
22.0,-4.0,6.521,,,,
28.0,-1.0,6.522,,,,
47.0,9.0,6.523,,,,
66.0,23.0,6.524,,,,
57.0,24.0,6.525,,,,
5.0,9.0,6.526,,,,
-58.0,-5.0,6.527,,,,
-88.0,-8.0,6.528,,,,
-83.0,-4.0,6.529,,,,
-71.0,-4.0,6.53,,,,
-51.0,-7.0,6.531000000000001,,,,
0.0,-4.0,6.532,,,,
69.0,2.0,6.5329999999999995,,,,
102.0,4.0,6.534,,,,
75.0,2.0,6.535,,,,
26.0,1.0,6.5360000000000005,,,,
0.0,-2.0,6.537000000000001,,,,
-9.0,-6.0,6.537999999999999,,,,
-19.0,-7.0,6.539,,,,
-24.0,-4.0,6.54,,,,
-9.0,-1.0,6.541,,,,
12.0,-5.0,6.542000000000001,,,,
21.0,-12.0,6.542999999999999,,,,
25.0,-19.0,6.544,,,,
33.0,-24.0,6.545,,,,
39.0,-22.0,6.546,,,,
41.0,-4.0,6.547000000000001,,,,
44.0,28.0,6.547999999999999,,,,
33.0,59.0,6.5489999999999995,,,,
-11.0,65.0,6.55,,,,
-67.0,44.0,6.551,,,,
-81.0,13.0,6.5520000000000005,,,,
-56.0,-6.0,6.553,,,,
-50.0,-14.0,6.553999999999999,,,,
-82.0,-14.0,6.555,,,,
-81.0,-10.0,6.556,,,,
-7.0,-2.0,6.557,,,,
63.0,9.0,6.558,,,,
48.0,11.0,6.559,,,,
-11.0,4.0,6.56,,,,
-18.0,0.0,6.561,,,,
22.0,0.0,6.562,,,,
39.0,-1.0,6.563,,,,
19.0,-6.0,6.564,,,,
11.0,-7.0,6.565,,,,
28.0,0.0,6.566,,,,
42.0,0.0,6.567,,,,
50.0,-10.0,6.568,,,,
77.0,-23.0,6.569,,,,
119.0,-21.0,6.57,,,,
136.0,-12.0,6.571000000000001,,,,
99.0,-13.0,6.572,,,,
27.0,-19.0,6.5729999999999995,,,,
-67.0,-20.0,6.574,,,,
-148.0,-7.0,6.575,,,,
-193.0,4.0,6.5760000000000005,,,,
-200.0,1.0,6.577000000000001,,,,
-166.0,-6.0,6.577999999999999,,,,
-81.0,-6.0,6.579,,,,
26.0,-1.0,6.58,,,,
89.0,-1.0,6.581,,,,
78.0,-11.0,6.582000000000001,,,,
41.0,-15.0,6.582999999999999,,,,
32.0,-2.0,6.584,,,,
27.0,20.0,6.585,,,,
-7.0,28.0,6.586,,,,
-38.0,15.0,6.587000000000001,,,,
-16.0,-5.0,6.587999999999999,,,,
36.0,-15.0,6.5889999999999995,,,,
58.0,-9.0,6.59,,,,
36.0,3.0,6.591,,,,
14.0,7.0,6.5920000000000005,,,,
11.0,4.0,6.593,,,,
11.0,0.0,6.593999999999999,,,,
3.0,0.0,6.595,,,,
-6.0,0.0,6.596,,,,
-10.0,-5.0,6.597,,,,
-7.0,-5.0,6.598,,,,
4.0,1.0,6.599,,,,
29.0,6.0,6.6,,,,
49.0,5.0,6.601,,,,
53.0,5.0,6.602,,,,
46.0,8.0,6.603,,,,
43.0,9.0,6.604,,,,
45.0,1.0,6.605,,,,
61.0,-11.0,6.606,,,,
91.0,-24.0,6.607,,,,
113.0,-34.0,6.608,,,,
93.0,-41.0,6.609,,,,
32.0,-33.0,6.61,,,,
-27.0,-7.0,6.611000000000001,,,,
-69.0,29.0,6.612,,,,
-114.0,55.0,6.6129999999999995,,,,
-166.0,51.0,6.614,,,,
-180.0,16.0,6.615,,,,
-171.0,-22.0,6.6160000000000005,,,,
-88.0,-33.0,6.617000000000001,,,,
-17.0,-10.0,6.617999999999999,,,,
13.0,20.0,6.619,,,,
25.0,39.0,6.62,,,,
-23.0,45.0,6.621,,,,
-54.0,38.0,6.622000000000001,,,,
-34.0,18.0,6.622999999999999,,,,
-5.0,-5.0,6.624,,,,
46.0,-8.0,6.625,,,,
74.0,3.0,6.626,,,,
