Deltoid,Bicep,Time
-6.0,-7.0,0.0
-8.0,-10.0,0.001
-4.0,-7.0,0.002
1.0,-4.0,0.003
6.0,0.0,0.004
4.0,1.0,0.005
0.0,3.0,0.006
-1.0,4.0,0.007
0.0,1.0,0.008
-1.0,-1.0,0.009
-3.0,0.0,0.01
-4.0,2.0,0.011
-2.0,2.0,0.012
-2.0,0.0,0.013
-3.0,0.0,0.014
-1.0,2.0,0.015
2.0,2.0,0.016
6.0,2.0,0.017
7.0,1.0,0.018
7.0,0.0,0.019
4.0,-3.0,0.02
0.0,-9.0,0.021
-2.0,-8.0,0.022
4.0,-3.0,0.023
13.0,-1.0,0.024
15.0,-1.0,0.025
10.0,-2.0,0.026
4.0,-1.0,0.027
4.0,0.0,0.028
6.0,0.0,0.029
6.0,2.0,0.03
4.0,3.0,0.031
5.0,1.0,0.032
8.0,0.0,0.033
6.0,1.0,0.034
3.0,5.0,0.035
3.0,4.0,0.036
3.0,2.0,0.037
1.0,-1.0,0.038
-4.0,-2.0,0.039
-8.0,-2.0,0.04
-9.0,-5.0,0.041
-6.0,-5.0,0.042
0.0,-3.0,0.043
4.0,-1.0,0.044
3.0,1.0,0.045
0.0,2.0,0.046
-1.0,1.0,0.047
2.0,-2.0,0.048
5.0,-1.0,0.049
3.0,5.0,0.05
3.0,6.0,0.051
6.0,1.0,0.052
8.0,-3.0,0.053
9.0,-3.0,0.054
6.0,-3.0,0.055
4.0,-3.0,0.056
0.0,-2.0,0.057
-3.0,-2.0,0.058
-1.0,-3.0,0.059
0.0,-5.0,0.06
-1.0,-6.0,0.061
-2.0,-4.0,0.062
4.0,-3.0,0.063
9.0,-2.0,0.064
6.0,0.0,0.065
4.0,4.0,0.066
4.0,3.0,0.067
3.0,0.0,0.068
5.0,1.0,0.069
7.0,4.0,0.07
8.0,3.0,0.071
9.0,0.0,0.072
6.0,0.0,0.073
3.0,2.0,0.074
0.0,-2.0,0.075
-2.0,-7.0,0.076
-1.0,-7.0,0.077
0.0,-4.0,0.078
0.0,-2.0,0.079
0.0,-3.0,0.08
-3.0,-4.0,0.081
-4.0,-2.0,0.082
2.0,-1.0,0.083
13.0,-2.0,0.084
16.0,0.0,0.085
6.0,3.0,0.086
1.0,2.0,0.087
3.0,-1.0,0.088
6.0,0.0,0.089
1.0,4.0,0.09
-3.0,6.0,0.091
0.0,0.0,0.092
5.0,-5.0,0.093
6.0,-3.0,0.094
6.0,1.0,0.095
5.0,-2.0,0.096
