Deltoid,Bicep,Time
-50.0,0.0,0.0
-43.0,0.0,0.001
-28.0,0.0,0.002
-15.0,-3.0,0.003
8.0,-4.0,0.004
38.0,0.0,0.005
53.0,6.0,0.006
44.0,7.0,0.007
26.0,2.0,0.008
19.0,-2.0,0.009
19.0,-4.0,0.01
7.0,-5.0,0.011
-19.0,-8.0,0.012
-42.0,-8.0,0.013
-51.0,-5.0,0.014
-45.0,-1.0,0.015
-36.0,1.0,0.016
-25.0,1.0,0.017
-18.0,0.0,0.018
-5.0,-1.0,0.019
7.0,-1.0,0.02
11.0,-4.0,0.021
6.0,-4.0,0.022
10.0,-2.0,0.023
24.0,4.0,0.024
36.0,7.0,0.025
29.0,7.0,0.026
13.0,3.0,0.027
7.0,-1.0,0.028
9.0,-2.0,0.029
6.0,1.0,0.03
-2.0,4.0,0.031
-2.0,5.0,0.032
4.0,3.0,0.033
8.0,1.0,0.034
6.0,1.0,0.035
8.0,1.0,0.036
13.0,3.0,0.037
10.0,2.0,0.038
2.0,0.0,0.039
-4.0,-3.0,0.04
-9.0,-6.0,0.041
-15.0,-5.0,0.042
-18.0,-2.0,0.043
-15.0,0.0,0.044
-4.0,1.0,0.045
7.0,0.0,0.046
20.0,-4.0,0.047
40.0,-7.0,0.048
62.0,-8.0,0.049
77.0,-2.0,0.05
77.0,3.0,0.051
62.0,-1.0,0.052
29.0,-6.0,0.053
-18.0,-7.0,0.054
-59.0,-3.0,0.055
-73.0,1.0,0.056
-64.0,4.0,0.057
-48.0,0.0,0.058
-35.0,-5.0,0.059
-20.0,-8.0,0.06
2.0,-9.0,0.061
20.0,-6.0,0.062
14.0,-4.0,0.063
-13.0,-3.0,0.064
-34.0,2.0,0.065
-27.0,8.0,0.066
-6.0,11.0,0.067
5.0,4.0,0.068
3.0,-3.0,0.069
5.0,-3.0,0.07
13.0,0.0,0.071
13.0,2.0,0.072
4.0,1.0,0.073
0.0,1.0,0.074
7.0,1.0,0.075
12.0,3.0,0.076
12.0,5.0,0.077
14.0,3.0,0.078
19.0,-1.0,0.079
21.0,-6.0,0.08
19.0,-7.0,0.081
20.0,-6.0,0.082
28.0,-6.0,0.083
31.0,-4.0,0.084
15.0,0.0,0.085
-9.0,7.0,0.086
-22.0,6.0,0.087
-18.0,-1.0,0.088
-9.0,-3.0,0.089
-6.0,0.0,0.09
-9.0,0.0,0.091
-11.0,-1.0,0.092
-7.0,-1.0,0.093
-1.0,4.0,0.094
3.0,5.0,0.095
3.0,2.0,0.096
3.0,1.0,0.097
4.0,2.0,0.098
6.0,3.0,0.099
3.0,-1.0,0.1
0.0,-7.0,0.101
1.0,-8.0,0.102
7.0,-8.0,0.103
9.0,-5.0,0.104
6.0,-1.0,0.105
4.0,3.0,0.106
5.0,5.0,0.107
4.0,3.0,0.108
0.0,3.0,0.109
-3.0,5.0,0.11
-3.0,4.0,0.111
1.0,-1.0,0.112
3.0,-3.0,0.113
1.0,-1.0,0.114
0.0,-1.0,0.115
1.0,-4.0,0.116
1.0,-5.0,0.117
1.0,-6.0,0.118
0.0,-5.0,0.119
-1.0,-5.0,0.12
0.0,-5.0,0.121
3.0,-3.0,0.122
11.0,-1.0,0.123
14.0,2.0,0.124
5.0,5.0,0.125
-8.0,5.0,0.126
-13.0,0.0,0.127
-6.0,-4.0,0.128
5.0,-3.0,0.129
9.0,2.0,0.13
7.0,5.0,0.131
6.0,2.0,0.132
6.0,-1.0,0.133
8.0,-3.0,0.134
12.0,-2.0,0.135
24.0,-1.0,0.136
35.0,-1.0,0.137
31.0,-3.0,0.138
18.0,-3.0,0.139
8.0,-3.0,0.14
9.0,-5.0,0.141
7.0,-7.0,0.142
-6.0,-7.0,0.143
-19.0,-4.0,0.144
-20.0,-1.0,0.145
-15.0,0.0,0.146
-15.0,-2.0,0.147
-15.0,0.0,0.148
-6.0,7.0,0.149
4.0,11.0,0.15
2.0,8.0,0.151
-5.0,1.0,0.152
-4.0,-1.0,0.153
2.0,2.0,0.154
4.0,3.0,0.155
-2.0,0.0,0.156
-3.0,-1.0,0.157
0.0,-2.0,0.158
3.0,0.0,0.159
0.0,1.0,0.16
-3.0,-1.0,0.161
-3.0,-3.0,0.162
2.0,-4.0,0.163
9.0,-2.0,0.164
10.0,-1.0,0.165
5.0,0.0,0.166
1.0,-1.0,0.167
0.0,-1.0,0.168
4.0,-1.0,0.169
8.0,0.0,0.17
10.0,2.0,0.171
7.0,1.0,0.172
1.0,-2.0,0.173
-4.0,-1.0,0.174
-4.0,-1.0,0.175
-1.0,0.0,0.176
3.0,1.0,0.177
0.0,-2.0,0.178
-2.0,-5.0,0.179
-4.0,-5.0,0.18
-5.0,-6.0,0.181
-3.0,-2.0,0.182
3.0,-2.0,0.183
13.0,-4.0,0.184
16.0,-3.0,0.185
10.0,-1.0,0.186
5.0,0.0,0.187
6.0,-1.0,0.188
8.0,1.0,0.189
5.0,5.0,0.19
4.0,2.0,0.191
5.0,-2.0,0.192
4.0,-4.0,0.193
0.0,0.0,0.194
-2.0,3.0,0.195
0.0,0.0,0.196
2.0,1.0,0.197
1.0,2.0,0.198
0.0,1.0,0.199
-3.0,-3.0,0.2
-5.0,-8.0,0.201
-5.0,-8.0,0.202
1.0,-3.0,0.203
10.0,0.0,0.204
9.0,2.0,0.205
1.0,3.0,0.206
-1.0,-2.0,0.207
4.0,-7.0,0.208
5.0,-9.0,0.209
0.0,-5.0,0.21
-1.0,2.0,0.211
6.0,8.0,0.212
9.0,12.0,0.213
7.0,13.0,0.214
5.0,6.0,0.215
4.0,0.0,0.216
3.0,-1.0,0.217
-3.0,0.0,0.218
-6.0,-2.0,0.219
-7.0,-6.0,0.22
-6.0,-12.0,0.221
-5.0,-11.0,0.222
0.0,-7.0,0.223
8.0,-3.0,0.224
11.0,3.0,0.225
7.0,8.0,0.226
6.0,8.0,0.227
7.0,4.0,0.228
3.0,-2.0,0.229
-1.0,-3.0,0.23
-3.0,0.0,0.231
-1.0,3.0,0.232
0.0,2.0,0.233
-2.0,-1.0,0.234
-3.0,-1.0,0.235
0.0,1.0,0.236
4.0,2.0,0.237
1.0,-1.0,0.238
-2.0,-3.0,0.239
-4.0,-3.0,0.24
-3.0,-5.0,0.241
-4.0,-5.0,0.242
0.0,-7.0,0.243
8.0,-7.0,0.244
12.0,-5.0,0.245
9.0,-2.0,0.246
6.0,1.0,0.247
11.0,3.0,0.248
14.0,1.0,0.249
13.0,-1.0,0.25
14.0,-1.0,0.251
15.0,1.0,0.252
15.0,3.0,0.253
7.0,6.0,0.254
-1.0,5.0,0.255
-5.0,-1.0,0.256
-4.0,-8.0,0.257
-5.0,-12.0,0.258
-7.0,-9.0,0.259
-8.0,-2.0,0.26
-5.0,0.0,0.261
-3.0,1.0,0.262
-3.0,2.0,0.263
-2.0,2.0,0.264
-2.0,2.0,0.265
-2.0,3.0,0.266
-2.0,5.0,0.267
0.0,5.0,0.268
-1.0,1.0,0.269
-2.0,0.0,0.27
-1.0,1.0,0.271
-1.0,0.0,0.272
0.0,-2.0,0.273
3.0,-3.0,0.274
6.0,-4.0,0.275
7.0,-5.0,0.276
6.0,-5.0,0.277
0.0,-4.0,0.278
0.0,-2.0,0.279
0.0,-2.0,0.28
-1.0,-4.0,0.281
0.0,-1.0,0.282
7.0,3.0,0.283
14.0,3.0,0.284
12.0,1.0,0.285
5.0,-1.0,0.286
3.0,0.0,0.287
7.0,0.0,0.288
8.0,-2.0,0.289
1.0,-1.0,0.29
0.0,1.0,0.291
2.0,1.0,0.292
3.0,1.0,0.293
2.0,2.0,0.294
2.0,4.0,0.295
3.0,4.0,0.296
3.0,3.0,0.297
1.0,0.0,0.298
2.0,-3.0,0.299
2.0,-6.0,0.3
-2.0,-7.0,0.301
-8.0,-5.0,0.302
-3.0,-3.0,0.303
7.0,0.0,0.304
