Deltoid,Bicep,Time
-10.0,-29.0,0.0
-12.0,-31.0,0.001
-12.0,-7.0,0.002
-1.0,16.0,0.003
7.0,18.0,0.004
3.0,7.0,0.005
4.0,3.0,0.006
24.0,7.0,0.007
41.0,3.0,0.008
26.0,-10.0,0.009
-8.0,-21.0,0.01
-18.0,-19.0,0.011
-3.0,-6.0,0.012
-1.0,8.0,0.013
-20.0,10.0,0.014
-25.0,4.0,0.015
-4.0,-3.0,0.016
14.0,-5.0,0.017
9.0,-3.0,0.018
5.0,-4.0,0.019
13.0,-6.0,0.02
19.0,-8.0,0.021
15.0,-5.0,0.022
14.0,-2.0,0.023
22.0,-1.0,0.024
23.0,4.0,0.025
11.0,9.0,0.026
4.0,6.0,0.027
11.0,-2.0,0.028
15.0,-7.0,0.029
11.0,0.0,0.03
8.0,9.0,0.031
13.0,11.0,0.032
13.0,8.0,0.033
9.0,8.0,0.034
6.0,8.0,0.035
4.0,1.0,0.036
-3.0,-5.0,0.037
-14.0,-5.0,0.038
-15.0,0.0,0.039
-11.0,-1.0,0.04
-14.0,-10.0,0.041
-22.0,-12.0,0.042
-22.0,-8.0,0.043
-15.0,-6.0,0.044
-10.0,-10.0,0.045
0.0,-9.0,0.046
23.0,-2.0,0.047
40.0,1.0,0.048
28.0,-1.0,0.049
1.0,0.0,0.05
-9.0,5.0,0.051
0.0,8.0,0.052
8.0,5.0,0.053
-5.0,5.0,0.054
-24.0,8.0,0.055
-31.0,8.0,0.056
-26.0,6.0,0.057
-17.0,-1.0,0.058
-3.0,-4.0,0.059
5.0,-5.0,0.06
12.0,-6.0,0.061
16.0,-3.0,0.062
22.0,-4.0,0.063
28.0,-6.0,0.064
26.0,-6.0,0.065
16.0,0.0,0.066
11.0,8.0,0.067
19.0,12.0,0.068
27.0,15.0,0.069
22.0,12.0,0.07
11.0,5.0,0.071
4.0,1.0,0.072
5.0,1.0,0.073
-5.0,-1.0,0.074
-26.0,-13.0,0.075
-43.0,-26.0,0.076
-40.0,-20.0,0.077
-20.0,-2.0,0.078
-5.0,7.0,0.079
-4.0,-3.0,0.08
-9.0,-21.0,0.081
-2.0,-24.0,0.082
14.0,-12.0,0.083
22.0,-2.0,0.084
19.0,1.0,0.085
14.0,4.0,0.086
13.0,6.0,0.087
13.0,4.0,0.088
13.0,-2.0,0.089
16.0,-6.0,0.09
22.0,-4.0,0.091
25.0,2.0,0.092
23.0,10.0,0.093
18.0,22.0,0.094
