Deltoid,Bicep,Time
-1.0,0.0,0.0
-3.0,-4.0,0.001
-2.0,-6.0,0.002
4.0,-5.0,0.003
12.0,-2.0,0.004
12.0,0.0,0.005
5.0,1.0,0.006
1.0,0.0,0.007
6.0,-1.0,0.008
9.0,-1.0,0.009
7.0,1.0,0.01
4.0,4.0,0.011
5.0,3.0,0.012
6.0,0.0,0.013
2.0,0.0,0.014
0.0,2.0,0.015
0.0,1.0,0.016
2.0,-2.0,0.017
-1.0,-4.0,0.018
-3.0,-1.0,0.019
-4.0,0.0,0.02
-4.0,-4.0,0.021
-6.0,-8.0,0.022
-4.0,-7.0,0.023
1.0,-1.0,0.024
2.0,4.0,0.025
-1.0,5.0,0.026
-2.0,2.0,0.027
6.0,-1.0,0.028
11.0,-1.0,0.029
6.0,1.0,0.03
0.0,3.0,0.031
-1.0,3.0,0.032
1.0,3.0,0.033
1.0,5.0,0.034
2.0,4.0,0.035
8.0,-1.0,0.036
14.0,-3.0,0.037
8.0,-2.0,0.038
0.0,0.0,0.039
-5.0,-3.0,0.04
-6.0,-8.0,0.041
-4.0,-7.0,0.042
2.0,-5.0,0.043
11.0,-3.0,0.044
12.0,-1.0,0.045
5.0,0.0,0.046
1.0,2.0,0.047
3.0,-2.0,0.048
8.0,-4.0,0.049
9.0,-1.0,0.05
6.0,1.0,0.051
5.0,0.0,0.052
3.0,-2.0,0.053
0.0,-2.0,0.054
-4.0,0.0,0.055
-5.0,1.0,0.056
-3.0,4.0,0.057
2.0,2.0,0.058
8.0,-1.0,0.059
7.0,-4.0,0.06
-2.0,-9.0,0.061
-8.0,-8.0,0.062
-2.0,-4.0,0.063
12.0,0.0,0.064
21.0,5.0,0.065
21.0,7.0,0.066
14.0,5.0,0.067
1.0,0.0,0.068
-16.0,0.0,0.069
-32.0,2.0,0.07
-34.0,3.0,0.071
-23.0,-1.0,0.072
-2.0,-4.0,0.073
17.0,-2.0,0.074
29.0,0.0,0.075
24.0,-2.0,0.076
8.0,-3.0,0.077
-5.0,-6.0,0.078
-5.0,-5.0,0.079
0.0,-6.0,0.08
1.0,-7.0,0.081
-1.0,-8.0,0.082
2.0,-5.0,0.083
13.0,-1.0,0.084
13.0,1.0,0.085
3.0,4.0,0.086
-2.0,2.0,0.087
0.0,-1.0,0.088
3.0,-3.0,0.089
1.0,-2.0,0.09
0.0,0.0,0.091
2.0,2.0,0.092
0.0,2.0,0.093
-2.0,4.0,0.094
-2.0,5.0,0.095
2.0,3.0,0.096
5.0,3.0,0.097
3.0,1.0,0.098
0.0,1.0,0.099
-4.0,1.0,0.1
-6.0,0.0,0.101
-7.0,-2.0,0.102
-3.0,-3.0,0.103
5.0,-3.0,0.104
11.0,1.0,0.105
13.0,5.0,0.106
12.0,5.0,0.107
12.0,2.0,0.108
9.0,1.0,0.109
5.0,3.0,0.11
4.0,2.0,0.111
3.0,-2.0,0.112
1.0,-1.0,0.113
1.0,1.0,0.114
2.0,3.0,0.115
3.0,1.0,0.116
4.0,3.0,0.117
2.0,3.0,0.118
0.0,2.0,0.119
-3.0,-1.0,0.12
-3.0,-6.0,0.121
-2.0,-6.0,0.122
4.0,-6.0,0.123
8.0,-4.0,0.124
6.0,0.0,0.125
2.0,6.0,0.126
2.0,5.0,0.127
5.0,1.0,0.128
9.0,-2.0,0.129
7.0,0.0,0.13
5.0,2.0,0.131
4.0,0.0,0.132
4.0,-3.0,0.133
4.0,-4.0,0.134
3.0,0.0,0.135
2.0,0.0,0.136
2.0,-1.0,0.137
0.0,-3.0,0.138
-1.0,-3.0,0.139
-3.0,0.0,0.14
-4.0,-5.0,0.141
-4.0,-9.0,0.142
0.0,-10.0,0.143
4.0,-7.0,0.144
4.0,-1.0,0.145
5.0,2.0,0.146
4.0,-1.0,0.147
3.0,-4.0,0.148
4.0,-3.0,0.149
5.0,3.0,0.15
3.0,3.0,0.151
2.0,-1.0,0.152
2.0,-4.0,0.153
3.0,-4.0,0.154
2.0,-3.0,0.155
1.0,-2.0,0.156
2.0,0.0,0.157
3.0,2.0,0.158
1.0,0.0,0.159
-2.0,0.0,0.16
-3.0,-2.0,0.161
-2.0,-1.0,0.162
2.0,-1.0,0.163
7.0,-1.0,0.164
8.0,1.0,0.165
6.0,2.0,0.166
5.0,-2.0,0.167
8.0,-6.0,0.168
11.0,-4.0,0.169
7.0,1.0,0.17
1.0,2.0,0.171
-2.0,1.0,0.172
0.0,2.0,0.173
3.0,3.0,0.174
5.0,0.0,0.175
4.0,-4.0,0.176
4.0,-3.0,0.177
1.0,0.0,0.178
-1.0,1.0,0.179
-4.0,0.0,0.18
-3.0,-2.0,0.181
