
-3.97132, -2.02445, -6.48268, -0.50081, -1.02062, -1.07725
-4.17457, -2.33641, -6.66949, -0.45792, -1.00350, -1.10593
-3.79249, -2.45236, -6.84761, -0.32979, -0.93566, -1.11505
-3.83906, -2.51915, -6.66997, -0.47970, -0.95239, -1.09624
-4.08382, -2.49294, -7.02913, -0.39359, -0.96963, -1.16321
-3.99743, -2.38306, -6.31339, -0.41532, -0.98650, -1.13458
-4.19949, -2.38087, -6.31467, -0.45791, -1.02044, -1.13478
-4.08122, -2.31389, -7.20213, -0.43626, -1.00365, -1.09624
-3.99840, -2.22724, -5.95358, -0.43689, -1.00346, -1.09634
-3.95388, -2.31852, -6.13442, -0.50187, -0.88436, -1.10575
-4.08293, -2.33776, -7.02551, -0.45826, -0.93556, -1.09614
-4.29354, -2.45042, -5.78395, -0.45883, -0.93521, -1.11548
-3.97185, -2.36021, -6.84701, -0.45813, -0.95258, -1.13453
-4.12973, -2.44869, -6.85017, -0.47954, -0.95248, -1.13460
-4.06518, -2.47341, -6.49598, -0.41601, -0.86748, -1.16306
-3.99315, -2.33979, -7.02612, -0.33014, -0.88469, -1.09576
-3.90649, -2.47421, -6.49088, -0.37232, -1.02045, -1.05787
-3.97175, -2.49625, -7.02808, -0.41566, -0.90151, -1.09597
-4.04174, -2.31525, -6.31132, -0.47939, -1.02044, -1.10603
-3.97364, -2.29434, -6.48978, -0.45848, -0.93552, -1.11534
-4.08897, -2.29371, -5.95578, -0.50123, -0.98634, -1.10603
-4.01631, -2.29272, -6.84633, -0.43672, -0.95264, -1.13448
-3.97683, -2.40597, -6.13589, -0.54421, -0.93534, -1.15390
-4.13691, -2.56234, -5.78416, -0.47992, -0.96919, -1.14435
-3.93133, -2.45109, -6.13457, -0.47949, -1.02032, -1.09646
-4.06502, -2.42803, -6.31454, -0.41538, -0.98642, -1.10584
-4.13050, -2.47046, -6.67140, -0.47916, -1.02043, -1.12520
-4.08698, -2.62910, -6.67483, -0.47966, -0.95230, -1.11546
-4.01982, -2.24752, -6.13118, -0.52204, -1.05443, -1.11578
-4.09175, -2.33934, -5.60129, -0.52302, -0.95223, -1.12520
-3.97138, -2.49410, -7.02662, -0.47924, -0.98650, -1.11547
-4.06097, -2.42709, -7.02681, -0.45810, -0.95252, -1.10577
-4.08769, -2.56367, -6.49574, -0.45867, -0.91827, -1.07700
-4.06317, -2.45033, -6.67036, -0.50105, -0.96935, -1.07717
-4.04154, -2.40524, -6.49079, -0.56524, -0.98630, -1.08693
-4.30496, -2.31029, -7.38264, -0.47875, -1.02069, -1.15389
-4.08526, -2.40472, -6.66985, -0.47948, -0.98643, -1.09634
-4.13082, -2.47057, -6.67206, -0.50077, -0.98643, -1.14433
-3.83595, -2.42610, -7.02367, -0.47878, -1.03763, -1.15391
-4.01260, -2.40295, -7.56026, -0.43621, -0.96974, -1.14405
-3.94948, -2.58594, -7.02924, -0.35118, -0.93552, -1.08635
-4.06166, -2.20222, -6.66621, -0.50082, -0.98660, -1.13470
-4.20146, -2.47356, -6.13932, -0.41589, -0.93529, -1.08659
-4.08870, -2.58450, -6.31834, -0.41543, -0.96935, -1.13458
-4.10647, -2.31527, -6.84695, -0.52259, -0.93546, -1.09628
-4.19809, -2.47023, -6.67336, -0.41509, -0.98652, -1.15376
-3.69855, -2.38300, -7.37735, -0.43601, -1.02073, -1.10580
-4.15570, -2.63058, -6.49920, -0.37317, -0.88435, -1.11512
-4.10506, -2.26829, -7.02431, -0.52213, -0.96962, -1.15386
-4.01752, -2.42729, -6.67027, -0.30786, -1.02064, -1.11526
-3.97346, -2.29432, -6.48952, -0.43696, -0.95253, -1.10575
-4.06294, -2.44907, -6.67093, -0.41504, -1.00352, -1.12502
-3.88298, -2.38332, -6.66762, -0.47942, -0.98651, -1.11548
-3.97281, -2.58340, -6.85150, -0.32918, -1.00363, -1.16318
-3.97478, -2.42803, -6.49194, -0.56549, -0.93535, -1.13474
-4.04411, -2.49637, -6.13785, -0.39420, -0.96935, -1.09619
-3.97432, -2.36176, -6.49070, -0.54428, -0.91837, -1.10589
-4.13318, -2.51579, -6.31664, -0.50082, -1.00333, -1.14441
-3.90538, -2.42833, -6.66891, -0.37225, -1.00358, -1.10574
-3.97629, -2.58546, -6.31596, -0.50105, -0.98624, -1.09642
-4.04182, -2.62871, -6.67408, -0.45797, -0.98636, -1.12508
-4.01831, -2.53831, -6.67074, -0.47895, -1.05439, -1.10609
-3.90409, -2.31668, -6.84463, -0.50107, -0.95251, -1.08666
-3.95190, -2.36273, -6.49174, -0.43743, -0.88449, -1.11518
-4.19992, -2.38340, -6.31651, -0.37303, -0.91847, -1.11520
-3.94926, -2.36117, -6.84629, -0.45822, -0.95253, -1.09618
-3.88083, -2.35945, -7.02331, -0.52201, -0.98659, -1.14429
-4.01513, -2.55996, -7.38573, -0.50071, -0.93556, -1.17289
-4.28941, -2.29189, -6.31499, -0.50136, -0.93541, -1.13466
-4.02102, -2.36096, -6.13671, -0.32990, -0.95261, -1.17270
-3.87078, -2.25490, -4.88651, -0.37393, -0.90126, -1.08647
-3.94927, -2.56169, -7.02789, -0.43640, -0.98650, -1.11539
-3.84067, -2.42961, -6.31316, -0.41555, -0.95249, -1.13448
-4.22735, -2.53881, -5.60598, -0.45823, -1.02019, -1.14445
-4.02493, -2.47547, -5.60312, -0.43744, -0.95219, -1.08670
-4.02283, -2.38437, -5.77812, -0.45830, -1.02027, -1.07728
-3.97144, -2.35948, -6.84645, -0.41493, -1.00364, -1.13456
-3.99929, -2.42747, -6.13725, -0.45834, -0.95246, -1.19213
-4.10742, -2.60482, -7.03038, -0.58649, -0.95232, -1.14439
-3.94436, -2.42339, -7.55859, -0.34951, -1.10589, -1.16337
-3.99282, -2.51474, -7.20497, -0.50025, -1.02054, -1.14434
-4.08158, -2.33691, -7.20309, -0.43651, -0.96963, -1.09616
-4.10838, -2.42789, -6.67157, -0.50136, -0.91838, -1.10582
-3.92401, -2.31381, -7.20063, -0.45746, -1.02071, -1.13464
-3.97538, -2.43060, -6.31345, -0.45872, -0.93530, -1.04827
-4.04388, -2.58590, -6.31830, -0.39430, -0.93535, -1.11528
-4.06688, -2.47299, -6.13756, -0.52274, -0.95226, -1.12516
-3.88674, -2.54223, -6.31602, -0.48018, -0.90132, -1.12492
-3.99667, -2.42681, -6.49171, -0.47932, -1.00347, -1.14432
-3.77903, -2.59111, -5.60516, -0.33104, -0.85027, -1.10540
-3.77439, -2.49707, -6.13493, -0.39387, -1.00345, -1.12499
-3.88679, -2.31713, -5.95412, -0.47966, -1.00340, -1.11559
-4.04604, -2.40604, -5.78030, -0.47993, -0.96931, -1.14432
-3.99998, -2.42775, -5.95760, -0.50100, -1.00333, -1.14441
-4.08949, -2.36248, -5.95833, -0.39454, -0.93538, -1.09612
-3.94991, -2.49442, -6.84789, -0.50064, -1.00343, -1.10598
-4.03927, -2.36064, -6.84760, -0.45832, -0.93553, -1.10574
-4.10781, -2.56105, -6.85152, -0.47945, -0.96939, -1.11548
-3.92698, -2.53808, -7.02737, -0.52195, -0.98650, -1.16349
-4.02456, -2.40781, -5.60210, -0.43740, -0.95226, -1.10586
-3.84044, -2.24870, -6.13013, -0.54363, -1.02047, -1.14448
-4.01585, -2.60614, -7.20680, -0.47921, -0.98641, -1.08671
-4.04168, -2.29211, -6.31151, -0.45789, -1.02053, -1.14433
-4.28989, -2.38138, -6.31616, -0.52267, -0.95232, -1.12517
-4.10915, -2.40536, -6.49350, -0.43704, -0.93546, -1.12492
-3.88354, -2.45111, -6.66866, -0.52242, -0.96939, -1.09636
-4.06507, -2.31736, -6.31393, -0.45894, -0.88443, -1.11526
-4.08266, -2.45025, -7.20525, -0.50118, -0.91844, -1.06742
-4.21853, -2.42496, -7.02817, -0.56512, -0.95243, -1.13476
-4.19786, -2.46952, -6.67307, -0.39341, -1.02056, -1.16338
-3.97457, -2.49529, -6.49288, -0.43668, -0.98643, -1.11544
-4.10892, -2.42741, -6.49263, -0.45815, -0.98640, -1.09632
-4.06237, -2.31420, -6.66856, -0.47937, -0.98656, -1.14426
-3.93065, -2.65266, -6.49512, -0.45810, -0.98630, -1.10591
-3.88149, -2.56112, -7.02553, -0.50020, -1.05444, -1.09650
-3.87927, -2.44981, -7.38139, -0.47931, -0.95261, -1.11534
-4.04226, -2.45194, -6.49458, -0.39459, -0.88446, -1.11512
-3.95125, -2.36106, -6.48989, -0.45813, -0.98648, -1.10588
-4.03965, -2.31518, -6.66721, -0.50080, -1.00347, -1.08682
-4.06765, -2.47266, -5.95976, -0.43688, -0.98635, -1.14427
-4.15464, -2.49559, -6.49442, -0.52283, -0.93523, -1.06758
-3.97697, -2.49646, -6.13618, -0.54412, -0.96919, -1.08689
-4.17508, -2.22476, -6.48978, -0.45812, -0.98654, -1.11549
-4.17397, -2.44987, -7.02895, -0.52287, -0.88439, -1.09617
-4.06187, -2.47273, -6.84900, -0.39379, -0.98648, -1.06740
-3.99498, -2.31624, -6.66816, -0.43687, -0.95255, -1.10574
