
-3.95251, -2.38484, -6.31197, -0.47984, -0.96935, -1.06756
-4.04296, -2.42746, -6.31434, -0.52251, -0.96935, -1.13476
-4.01729, -2.51537, -6.84870, -0.50035, -1.03744, -1.12525
-3.92896, -2.45147, -6.67067, -0.50143, -0.90142, -1.12492
-3.93202, -2.45268, -6.13630, -0.48020, -0.91831, -1.10580
-4.24430, -2.29007, -6.31335, -0.58646, -1.00339, -1.16374
-3.88158, -2.49634, -7.02563, -0.47960, -0.95243, -1.06745
-4.17854, -2.60505, -6.31839, -0.50072, -1.02025, -1.13488
-4.06610, -2.53881, -6.31789, -0.41531, -0.96945, -1.18250
-4.19879, -2.38370, -6.49377, -0.41586, -0.91841, -1.07692
-3.90533, -2.56149, -6.84854, -0.50049, -1.02041, -1.11561
-3.99600, -2.40403, -6.49085, -0.39332, -1.05457, -1.13469
-4.02116, -2.78661, -6.49841, -0.41516, -1.00323, -1.09631
-4.03479, -2.24707, -7.37892, -0.39347, -0.98678, -1.09608
-3.97310, -2.38387, -6.66933, -0.45840, -0.93548, -1.10575
-3.99137, -2.42665, -7.38260, -0.41505, -0.95268, -1.12481
-3.97486, -2.45030, -6.49297, -0.50120, -0.93543, -1.15379
-4.08026, -2.22436, -7.38039, -0.43668, -0.91879, -1.14394
-3.94715, -2.24831, -7.02190, -0.41506, -0.98670, -1.09615
-4.08797, -2.33874, -6.13498, -0.41550, -0.98643, -1.09626
-3.99936, -2.60915, -6.31718, -0.54441, -0.91813, -1.07718
-4.00514, -2.40694, -5.06683, -0.50135, -1.02014, -1.13495
-3.90568, -2.49734, -6.85030, -0.39453, -0.86752, -1.11503
-4.15437, -2.38280, -6.49346, -0.54436, -0.90135, -1.12505
-4.20126, -2.44887, -6.13859, -0.45821, -0.98636, -1.14431
-4.08595, -2.45095, -6.67164, -0.47999, -0.91837, -1.08660
-3.96895, -2.29184, -7.19996, -0.54334, -1.00358, -1.09643
-4.11048, -2.51590, -6.31651, -0.43645, -1.02040, -1.14432
-4.17961, -2.51655, -6.13966, -0.54411, -0.95222, -1.14440
-3.95177, -2.40661, -6.49102, -0.47980, -0.95241, -1.09626
-4.15229, -2.53698, -6.85137, -0.43619, -1.02049, -1.14428
-4.11323, -2.24878, -5.59928, -0.47983, -1.00334, -1.12523
-4.12789, -2.38098, -7.02625, -0.45784, -0.98656, -1.11544
-3.97657, -2.42990, -6.13644, -0.41584, -0.93539, -1.10572
-3.97226, -2.47164, -6.84782, -0.50062, -1.00346, -1.11557
-4.06290, -2.29194, -6.48873, -0.50060, -1.03747, -1.10609
-4.17435, -2.26874, -6.66762, -0.56500, -1.00343, -1.10613
-4.11322, -2.45083, -5.78005, -0.50113, -1.02017, -1.07739
-4.12899, -2.33613, -6.84756, -0.52226, -0.96951, -1.13471
-3.90583, -2.42952, -6.66849, -0.50120, -0.95238, -1.06752
-4.15409, -2.44969, -6.49402, -0.43683, -0.96941, -1.10584
-3.99585, -2.45076, -6.67068, -0.43686, -0.95247, -1.10576
-4.06288, -2.49373, -6.85059, -0.52244, -0.93544, -1.15381
-3.90406, -2.58599, -7.20721, -0.45849, -0.88447, -1.10559
-3.83981, -2.63026, -6.67204, -0.50092, -0.96934, -1.12509
-4.06171, -2.40465, -6.84737, -0.50082, -0.98644, -1.08678
-3.79835, -2.47554, -5.95645, -0.54428, -0.95222, -1.10601
-4.04011, -2.49402, -6.84921, -0.54370, -0.96938, -1.11558
-4.04123, -2.42876, -6.67154, -0.50158, -0.88440, -1.11531
-3.97485, -2.56167, -6.49361, -0.45782, -1.02038, -1.12516
-4.10423, -2.42515, -7.20380, -0.45743, -1.03756, -1.09637
-4.15419, -2.42543, -6.49358, -0.52223, -0.98642, -1.16356
-4.14756, -2.42532, -7.56195, -0.43640, -0.95266, -1.11528
-3.97295, -2.60626, -6.84982, -0.50053, -1.02035, -1.09645
-4.15239, -2.51618, -6.85114, -0.45807, -0.96942, -1.10585
-4.06108, -2.27085, -6.84515, -0.52252, -0.95248, -1.07714
-4.03532, -2.40278, -7.37967, -0.47857, -1.07158, -1.06771
-4.19665, -2.49163, -6.85021, -0.43599, -1.05450, -1.12519
-3.97894, -2.42993, -5.78033, -0.48021, -0.93527, -1.12505
-4.04267, -2.74067, -6.67557, -0.54364, -0.98619, -1.11567
-4.10898, -2.31444, -6.31210, -0.43642, -1.03749, -1.11558
-3.90147, -2.40650, -7.38082, -0.45826, -0.91858, -1.06728
-4.11232, -2.51877, -6.13978, -0.48030, -0.90124, -1.11538
-3.86578, -2.38451, -5.77676, -0.50103, -1.02031, -1.11569
-4.06233, -2.40508, -6.84856, -0.54408, -0.91841, -1.11546
-4.20214, -2.69752, -6.32217, -0.43740, -0.90118, -1.10573
-3.88697, -2.45348, -6.13721, -0.33037, -0.90149, -1.12464
-4.02491, -2.60867, -5.78387, -0.48008, -0.95215, -1.12512
-4.04256, -2.54009, -6.49470, -0.47975, -0.95233, -1.11546
-4.10814, -2.38213, -6.49123, -0.39356, -1.03749, -1.08673
-4.10581, -2.29116, -6.84532, -0.52196, -1.02052, -1.10607
-4.03945, -2.42683, -6.84781, -0.50078, -0.98645, -1.10595
-3.99501, -2.31604, -6.66828, -0.43685, -0.95256, -1.11533
-3.92969, -2.54107, -6.49375, -0.32962, -0.98650, -1.10565
-3.90478, -2.45075, -6.84749, -0.43665, -0.96952, -1.10577
-3.95085, -2.42848, -6.66956, -0.47969, -0.95244, -1.10583
-4.12851, -2.33647, -6.84715, -0.43642, -1.00357, -1.10587
-4.06285, -2.54014, -6.85230, -0.35131, -0.91854, -1.12469
-4.15084, -2.33634, -6.84674, -0.45776, -1.02052, -1.08678
-4.22192, -2.51635, -6.49621, -0.41539, -0.96939, -1.11540
-3.86294, -2.54244, -6.49328, -0.45862, -0.91835, -1.09614
-4.01703, -2.29225, -6.66766, -0.41502, -1.00364, -1.13458
-4.10841, -2.45068, -6.67211, -0.45855, -0.91840, -1.09615
-4.08487, -2.44994, -6.84924, -0.52258, -0.93538, -1.09629
-4.08563, -2.51647, -6.67178, -0.41498, -1.02044, -1.09631
-4.01408, -2.27012, -7.20055, -0.56515, -0.95253, -1.08676
-3.94949, -2.51709, -7.02773, -0.50098, -0.93548, -1.13457
-3.88401, -2.36242, -6.48825, -0.56543, -0.96931, -1.05811
-4.08918, -2.62880, -6.31882, -0.50106, -0.96925, -1.14433
-4.08947, -2.36335, -5.95711, -0.48034, -0.93521, -1.03877
-4.08836, -2.38376, -6.13633, -0.39419, -0.96943, -1.10577
-4.19743, -2.38061, -6.67068, -0.47929, -1.00347, -1.12516
-4.02160, -2.45040, -6.13590, -0.54393, -0.98626, -1.11569
-4.24302, -2.58263, -6.67374, -0.41480, -1.05434, -1.06766
-4.06296, -2.33859, -6.67019, -0.45861, -0.90152, -1.12485
-4.12947, -2.36023, -6.84892, -0.50138, -0.90147, -1.11534
-4.01902, -2.36043, -6.31213, -0.32926, -1.05457, -1.09623
-3.99489, -2.42651, -6.84750, -0.58649, -0.96941, -1.13483
-4.03966, -2.42731, -6.84859, -0.47958, -0.95248, -1.11541
-4.13275, -2.27058, -6.13481, -0.43696, -0.96949, -1.13461
-4.10048, -2.26688, -7.73489, -0.58586, -1.00366, -1.11565
-4.06762, -2.36164, -5.77816, -0.45831, -1.02028, -1.07729
-3.88451, -2.60758, -6.67257, -0.43665, -0.96943, -1.13456
-3.90837, -2.31778, -6.13351, -0.41570, -0.95249, -1.11533
-3.88207, -2.40532, -6.84591, -0.50075, -0.98651, -1.11551
-4.13001, -2.53928, -6.85085, -0.47955, -0.96934, -1.07713
-4.08856, -2.38401, -6.13611, -0.45858, -0.95234, -1.09627
-4.13340, -2.36008, -6.13625, -0.47978, -0.96939, -1.13470
-3.95139, -2.36049, -6.48989, -0.50091, -0.98646, -1.12514
-4.06790, -2.36105, -5.77879, -0.47975, -1.00330, -1.11563
-3.93224, -2.38469, -5.95573, -0.50124, -0.98630, -1.09643
-4.06416, -2.27143, -6.31300, -0.32992, -0.95264, -1.13433
-3.99546, -2.33956, -6.66938, -0.43724, -0.90152, -1.10562
-4.01995, -2.58467, -6.49438, -0.45801, -1.00332, -1.09637
-4.24655, -2.51609, -6.14030, -0.43682, -0.98632, -1.13469
-3.95415, -2.45163, -6.13573, -0.47983, -0.96932, -1.10593
-4.01209, -2.35830, -7.55903, -0.41472, -0.98677, -1.12487
-4.17772, -2.58447, -6.49706, -0.47990, -0.93526, -1.10586
-4.03632, -2.44811, -7.38245, -0.47907, -0.98659, -1.11544
-4.01679, -2.42752, -6.84795, -0.41514, -0.98653, -1.09619
-4.03754, -2.38117, -7.02477, -0.39325, -1.03765, -1.10584
-4.04048, -2.56191, -6.85123, -0.45816, -0.95242, -1.11539
-3.90730, -2.35953, -6.31125, -0.47912, -1.03752, -1.16357
-3.94881, -2.33754, -6.84544, -0.43639, -1.00361, -1.11543
-3.86505, -2.60825, -6.13795, -0.41526, -1.00335, -1.13464
-3.88598, -2.36151, -6.13319, -0.45813, -1.00345, -1.12512
-4.12247, -2.40195, -7.91700, -0.39315, -0.98680, -1.11523
-3.82442, -2.72246, -5.60665, -0.39444, -0.95219, -1.14413
-4.31203, -2.31371, -6.31625, -0.45846, -0.93547, -1.16334
-3.95181, -2.51909, -6.67167, -0.52291, -0.90131, -1.09622
-3.77311, -2.40731, -6.31129, -0.47969, -0.96944, -1.12505
-4.19930, -2.53851, -6.49462, -0.50077, -1.02025, -1.07734
-4.08922, -2.33674, -5.95682, -0.50084, -1.02040, -1.16363
-4.08695, -2.31579, -6.31294, -0.43691, -0.96948, -1.11542
-4.24788, -2.29321, -5.78119, -0.48029, -0.91835, -1.15380
-4.06684, -2.45063, -6.13641, -0.60845, -0.95216, -1.10615
-4.13374, -2.60736, -6.31824, -0.47978, -0.96920, -1.08678
-4.14784, -2.44772, -7.56152, -0.54352, -0.95251, -1.09631
-4.04348, -2.36112, -6.13509, -0.47982, -0.96937, -1.11552
-4.17227, -2.42556, -7.20619, -0.45797, -0.95257, -1.12494
-3.97766, -2.33962, -5.95754, -0.50170, -0.90139, -1.16333
-4.19620, -2.56025, -7.02978, -0.43636, -1.00342, -1.08671
-3.99748, -2.22746, -6.13248, -0.39419, -0.96954, -1.10574
-3.97506, -2.71846, -6.67532, -0.45792, -0.98634, -1.14425
-4.32958, -2.22196, -7.02615, -0.52224, -0.95262, -1.16343
-3.75086, -2.45338, -6.31205, -0.43705, -0.95242, -1.09617
-3.95147, -2.18213, -6.30807, -0.56545, -0.96943, -1.09646
-4.08433, -2.33612, -6.66814, -0.41470, -1.05459, -1.11554
-3.90001, -2.40456, -7.55799, -0.45763, -0.98666, -1.08660
-4.06313, -2.29277, -6.49026, -0.41526, -0.98657, -1.12498
-4.04542, -2.45278, -5.96008, -0.41617, -0.90131, -1.10567
-3.95147, -2.40551, -6.49034, -0.47941, -1.00343, -1.10597
-4.01680, -2.65187, -7.20786, -0.60821, -0.91822, -1.07722
-3.86314, -2.45256, -6.31356, -0.39420, -0.95246, -1.10569
-3.97484, -2.54135, -6.49474, -0.32987, -0.95248, -1.10557
-3.94878, -2.49361, -7.02686, -0.41480, -1.00361, -1.14414
-4.02041, -2.40614, -6.31471, -0.43710, -0.93545, -1.13451
-4.04785, -2.49827, -5.60381, -0.50195, -0.91808, -1.07716
-4.10948, -2.49331, -6.49523, -0.39372, -0.98653, -1.17290
-4.04204, -2.29335, -6.31158, -0.52257, -0.96941, -1.11557
-4.02029, -2.38552, -6.31409, -0.43748, -0.90137, -1.07691
-3.90235, -2.38282, -7.20248, -0.45799, -0.95263, -1.11531
-4.03870, -2.38056, -6.84639, -0.45741, -1.05457, -1.12519
-3.95132, -2.36077, -6.48989, -0.47952, -0.98647, -1.11551
-4.08782, -2.40723, -6.31569, -0.39461, -0.90142, -1.09601
-4.17885, -2.58395, -6.31879, -0.52265, -0.95221, -1.12517
-4.33677, -2.33706, -5.95918, -0.58714, -0.95217, -1.10616
-4.30790, -2.26711, -6.84708, -0.52195, -1.02051, -1.11568
-3.83922, -2.42924, -6.48913, -0.50089, -1.00338, -1.07723
-4.11103, -2.42794, -6.13725, -0.39404, -0.98641, -1.11541
-3.87945, -2.45128, -7.38219, -0.43689, -0.90161, -1.09596
-3.99839, -2.33945, -6.13360, -0.52272, -0.96931, -1.08683
-4.04461, -2.22672, -5.77717, -0.39416, -0.98652, -1.14417
-4.01870, -2.58479, -6.67262, -0.39370, -1.00341, -1.08664
-4.17762, -2.54032, -6.49687, -0.45873, -0.90130, -1.10573
-3.95463, -2.47428, -6.13656, -0.52288, -0.93526, -1.11552
-4.04682, -2.56449, -5.78363, -0.37305, -0.95226, -1.10574
-4.02038, -2.53937, -6.31487, -0.43632, -1.05434, -1.09646
-4.04212, -2.49570, -6.49410, -0.41553, -0.95241, -1.10574
-3.97425, -2.22672, -6.31051, -0.45840, -0.95255, -1.13457
-4.11243, -2.44970, -5.95880, -0.52247, -1.00325, -1.12530
-3.95403, -2.54212, -6.31683, -0.43738, -0.90134, -1.11526
-4.01422, -2.47207, -7.38332, -0.45807, -0.93556, -1.09611
-3.95118, -2.33914, -6.48962, -0.45827, -0.96948, -1.09625
-3.95020, -2.49685, -6.84934, -0.41567, -0.91845, -1.07686
-4.15958, -2.49662, -5.60438, -0.41580, -0.98617, -1.07717
-4.04039, -2.44939, -6.67094, -0.37220, -1.00356, -1.12493
-4.31171, -2.51522, -6.49549, -0.54371, -1.00321, -1.08698
-4.10982, -2.44927, -6.31425, -0.45787, -1.03736, -1.09646
-3.92522, -2.42713, -7.20343, -0.50079, -0.95257, -1.12499
-4.03773, -2.29214, -7.02443, -0.45805, -0.95265, -1.13451
-3.97513, -2.45052, -6.31315, -0.45798, -1.02038, -1.09640
-4.06021, -2.44852, -7.20510, -0.52221, -0.95251, -1.12505
-3.95279, -2.38515, -6.31400, -0.37302, -0.91851, -1.11516
-3.94858, -2.45017, -7.02606, -0.41514, -0.96958, -1.10571
-4.15373, -2.33884, -6.49199, -0.50153, -0.91836, -1.07707
-3.97355, -2.63167, -6.85260, -0.37295, -0.90140, -1.07675
-3.90986, -2.52035, -6.13770, -0.41595, -0.91833, -1.10568
-4.20212, -2.27054, -5.77973, -0.37275, -0.98648, -1.14416
-3.99585, -2.49473, -6.67184, -0.35088, -0.98657, -1.13443
-4.26611, -2.49198, -6.49403, -0.47895, -1.07133, -1.09660
-4.06386, -2.58440, -6.67323, -0.43663, -0.98636, -1.09627
-3.82184, -2.52010, -5.77960, -0.45844, -0.98626, -1.11553
-4.04602, -2.60687, -5.96154, -0.47957, -1.00323, -1.14440
-3.88492, -2.47354, -6.49208, -0.47970, -0.95243, -1.13460
-3.86262, -2.47481, -6.49190, -0.50143, -0.91836, -1.10580
-3.85977, -2.33800, -6.66611, -0.41481, -1.03762, -1.11547
-4.04157, -2.56236, -6.67448, -0.35123, -0.93552, -1.14391
-4.03748, -2.42808, -7.20511, -0.41548, -0.91857, -1.08641
-4.02029, -2.38328, -6.31342, -0.52266, -0.95237, -1.12513
-4.05975, -2.26968, -7.02309, -0.47931, -0.98660, -1.09629
-4.22217, -2.40419, -6.31609, -0.39393, -0.98646, -1.12499
-4.12895, -2.31546, -6.84794, -0.45845, -0.91853, -1.10571
-3.99222, -2.54006, -7.38462, -0.43679, -0.91852, -1.08644
-3.90516, -2.42936, -6.84789, -0.47997, -0.90147, -1.10569
-3.88503, -2.56542, -6.67238, -0.54471, -0.85025, -1.08655
-3.81736, -2.60979, -6.67183, -0.47996, -0.91831, -1.08658
-4.08098, -2.40464, -7.38212, -0.45802, -0.95256, -1.06739
-4.04123, -2.54037, -6.67318, -0.37261, -0.95247, -1.10565
-3.85613, -2.49366, -7.56048, -0.47912, -0.95267, -1.15367
-4.21971, -2.33646, -6.67097, -0.41530, -0.96955, -1.12495
-3.97982, -2.38593, -5.60164, -0.48045, -0.91824, -1.11544
-4.21655, -2.35716, -7.20386, -0.54332, -1.00350, -1.10606
-4.19894, -2.31399, -6.31353, -0.41511, -1.02051, -1.12510
-3.90916, -2.60822, -6.31657, -0.45827, -0.96931, -1.12505
-4.06130, -2.33775, -6.84687, -0.43669, -0.96955, -1.09619
-4.02740, -2.34157, -5.06686, -0.43767, -0.95219, -1.10591
-4.10846, -2.24976, -6.49075, -0.48032, -0.88446, -1.09611
-3.97298, -2.47303, -6.84966, -0.50132, -0.90145, -1.13450
-4.06141, -2.53777, -7.02859, -0.43624, -1.00353, -1.13462
-4.13395, -2.42697, -6.13738, -0.52258, -0.96931, -1.14438
-3.79701, -2.27531, -5.95482, -0.33050, -0.90157, -1.11504
-4.11117, -2.42859, -6.13679, -0.45847, -0.96930, -1.08673
-4.02142, -2.40732, -6.13586, -0.48013, -0.93530, -1.08668
-4.22128, -2.26854, -6.31268, -0.47933, -1.02048, -1.13481
-4.04067, -2.26927, -6.48923, -0.50073, -1.00355, -1.15394
-3.97396, -2.47374, -6.67179, -0.45860, -0.90144, -1.12485
-4.04443, -2.36215, -5.95685, -0.45856, -0.96932, -1.08673
-3.97516, -2.45177, -6.31380, -0.39403, -0.98641, -1.07703
-3.99341, -2.51786, -7.02712, -0.32935, -1.00356, -1.05771
-4.22498, -2.33827, -5.78049, -0.41566, -0.98634, -1.10591
-4.15368, -2.49445, -6.67290, -0.52265, -0.93532, -1.10591
-4.13461, -2.54037, -6.14063, -0.39435, -0.93535, -1.13448
-3.88684, -2.38491, -5.95547, -0.37250, -1.02045, -1.09625
-4.13056, -2.38167, -6.67142, -0.47971, -0.93550, -1.15374
-3.77102, -2.36272, -6.66688, -0.52274, -0.91848, -1.11539
-4.24327, -2.33676, -6.49296, -0.43682, -0.96947, -1.11543
-4.01718, -2.27148, -6.66706, -0.47975, -0.95251, -1.08665
-4.19773, -2.38115, -6.67221, -0.41535, -0.95256, -1.15367
-4.17704, -2.47296, -6.49522, -0.45864, -0.91834, -1.09618
-4.04362, -2.38354, -6.13551, -0.47982, -0.96936, -1.11552
-3.99500, -2.29360, -6.66850, -0.41551, -0.93562, -1.13442
-4.01566, -2.58302, -7.20636, -0.47905, -1.00346, -1.10592
-4.19896, -2.51584, -6.49442, -0.43638, -1.03735, -1.08684
-4.06149, -2.44977, -7.02728, -0.54401, -0.91841, -1.10586
-4.15168, -2.42742, -6.85022, -0.35115, -0.95257, -1.09601
-3.90228, -2.38311, -7.20248, -0.43660, -0.95264, -1.10568
-3.88292, -2.47409, -6.84787, -0.52269, -0.91840, -1.09622
-4.22443, -2.53959, -6.14066, -0.45852, -0.95225, -1.11548
-4.08962, -2.38333, -5.95846, -0.43703, -0.96939, -1.13463
-4.08100, -2.60449, -7.56333, -0.47889, -1.00350, -1.09632
-4.15439, -2.35976, -6.31381, -0.43668, -1.00343, -1.10593
